Category,Resume,Skills,Experience,Selected
Sales,"Experienced Sales professional with 7 years of experience. Proficient in crm, negotiation, cold calling, lead generation. Worked on multiple projects involving crm and lead generation. Strong analytical and problem-solving skills.","crm, negotiation, cold calling, lead generation",7,1
Arts,"Experienced Arts professional with 4 years of experience. Proficient in video editing, content creation, photoshop, illustrator. Worked on multiple projects involving video editing and illustrator. Strong analytical and problem-solving skills.","video editing, content creation, photoshop, illustrator",4,1
Arts,"Experienced Arts professional with 2 years of experience. Proficient in illustrator, video editing, photoshop, content creation. Worked on multiple projects involving illustrator and content creation. Strong analytical and problem-solving skills.","illustrator, video editing, photoshop, content creation",2,0
SAP Developer,"Experienced SAP Developer professional with 1 years of experience. Proficient in sap mm, sap fi, bapi, idoc. Worked on multiple projects involving sap mm and idoc. Strong analytical and problem-solving skills.","sap mm, sap fi, bapi, idoc",1,0
Java Developer,"Experienced Java Developer professional with 1 years of experience. Proficient in spring boot, hibernate, maven, sql. Worked on multiple projects involving spring boot and sql. Strong analytical and problem-solving skills.","spring boot, hibernate, maven, sql",1,1
Business Analyst,"Experienced Business Analyst professional with 0 years of experience. Proficient in stakeholder management, sql, uml, agile. Worked on multiple projects involving stakeholder management and agile. Strong analytical and problem-solving skills.","stakeholder management, sql, uml, agile",0,0
Electrical Engineering,"Experienced Electrical Engineering professional with 4 years of experience. Proficient in circuit design, matlab, power systems, plc. Worked on multiple projects involving circuit design and plc. Strong analytical and problem-solving skills.","circuit design, matlab, power systems, plc",4,0
Python Developer,"Experienced Python Developer professional with 2 years of experience. Proficient in docker, flask, rest api, postgresql. Worked on multiple projects involving docker and postgresql. Strong analytical and problem-solving skills.","docker, flask, rest api, postgresql",2,0
SAP Developer,"Experienced SAP Developer professional with 2 years of experience. Proficient in idoc, sap abap, sap mm, sap fi. Worked on multiple projects involving idoc and sap fi. Strong analytical and problem-solving skills.","idoc, sap abap, sap mm, sap fi",2,0
Sales,"Experienced Sales professional with 3 years of experience. Proficient in negotiation, crm, lead generation, cold calling. Worked on multiple projects involving negotiation and cold calling. Strong analytical and problem-solving skills.","negotiation, crm, lead generation, cold calling",3,0
Operations Manager,"Experienced Operations Manager professional with 11 years of experience. Proficient in supply chain, erp, lean, six sigma. Worked on multiple projects involving supply chain and six sigma. Strong analytical and problem-solving skills.","supply chain, erp, lean, six sigma",11,1
Civil Engineer,"Experienced Civil Engineer professional with 1 years of experience. Proficient in project management, autocad, estimation, soil testing. Worked on multiple projects involving project management and soil testing. Strong analytical and problem-solving skills.","project management, autocad, estimation, soil testing",1,1
HR,"Experienced HR professional with 2 years of experience. Proficient in employee engagement, payroll, onboarding, recruitment. Worked on multiple projects involving employee engagement and recruitment. Strong analytical and problem-solving skills.","employee engagement, payroll, onboarding, recruitment",2,1
Database Administrator,"Experienced Database Administrator professional with 4 years of experience. Proficient in postgresql, performance tuning, backup, oracle. Worked on multiple projects involving postgresql and oracle. Strong analytical and problem-solving skills.","postgresql, performance tuning, backup, oracle",4,0
SAP Developer,"Experienced SAP Developer professional with 4 years of experience. Proficient in sap fi, idoc, sap abap, bapi. Worked on multiple projects involving sap fi and bapi. Strong analytical and problem-solving skills.","sap fi, idoc, sap abap, bapi",4,1
Civil Engineer,"Experienced Civil Engineer professional with 1 years of experience. Proficient in autocad, project management, soil testing, estimation. Worked on multiple projects involving autocad and estimation. Strong analytical and problem-solving skills.","autocad, project management, soil testing, estimation",1,1
HR,"Experienced HR professional with 10 years of experience. Proficient in recruitment, onboarding, hrms, payroll. Worked on multiple projects involving recruitment and payroll. Strong analytical and problem-solving skills.","recruitment, onboarding, hrms, payroll",10,0
Data Science,"Experienced Data Science professional with 11 years of experience. Proficient in tensorflow, pandas, sklearn, numpy. Worked on multiple projects involving tensorflow and numpy. Strong analytical and problem-solving skills.","tensorflow, pandas, sklearn, numpy",11,1
Arts,"Experienced Arts professional with 5 years of experience. Proficient in photoshop, video editing, illustrator, content creation. Worked on multiple projects involving photoshop and content creation. Strong analytical and problem-solving skills.","photoshop, video editing, illustrator, content creation",5,0
Civil Engineer,"Experienced Civil Engineer professional with 0 years of experience. Proficient in estimation, autocad, staad pro, project management. Worked on multiple projects involving estimation and project management. Strong analytical and problem-solving skills.","estimation, autocad, staad pro, project management",0,1
Automation Testing,"Experienced Automation Testing professional with 10 years of experience. Proficient in selenium, jira, api testing, postman. Worked on multiple projects involving selenium and postman. Strong analytical and problem-solving skills.","selenium, jira, api testing, postman",10,1
Arts,"Experienced Arts professional with 3 years of experience. Proficient in illustrator, content creation, video editing, photoshop. Worked on multiple projects involving illustrator and photoshop. Strong analytical and problem-solving skills.","illustrator, content creation, video editing, photoshop",3,0
Web Developer,"Experienced Web Developer professional with 8 years of experience. Proficient in react, mongodb, html, javascript. Worked on multiple projects involving react and javascript. Strong analytical and problem-solving skills.","react, mongodb, html, javascript",8,1
Network Security,"Experienced Network Security professional with 1 years of experience. Proficient in vpn, siem, firewall, penetration testing. Worked on multiple projects involving vpn and penetration testing. Strong analytical and problem-solving skills.","vpn, siem, firewall, penetration testing",1,0
SAP Developer,"Experienced SAP Developer professional with 2 years of experience. Proficient in bapi, sap fi, sap mm, idoc. Worked on multiple projects involving bapi and idoc. Strong analytical and problem-solving skills.","bapi, sap fi, sap mm, idoc",2,0
Python Developer,"Experienced Python Developer professional with 0 years of experience. Proficient in python, flask, django, docker. Worked on multiple projects involving python and docker. Strong analytical and problem-solving skills.","python, flask, django, docker",0,1
Database Administrator,"Experienced Database Administrator professional with 9 years of experience. Proficient in backup, performance tuning, postgresql, mysql. Worked on multiple projects involving backup and mysql. Strong analytical and problem-solving skills.","backup, performance tuning, postgresql, mysql",9,1
Python Developer,"Experienced Python Developer professional with 10 years of experience. Proficient in rest api, django, flask, postgresql. Worked on multiple projects involving rest api and postgresql. Strong analytical and problem-solving skills.","rest api, django, flask, postgresql",10,1
Database Administrator,"Experienced Database Administrator professional with 7 years of experience. Proficient in sql, postgresql, mysql, performance tuning. Worked on multiple projects involving sql and performance tuning. Strong analytical and problem-solving skills.","sql, postgresql, mysql, performance tuning",7,1
Sales,"Experienced Sales professional with 6 years of experience. Proficient in negotiation, lead generation, salesforce, cold calling. Worked on multiple projects involving negotiation and cold calling. Strong analytical and problem-solving skills.","negotiation, lead generation, salesforce, cold calling",6,1
HR,"Experienced HR professional with 5 years of experience. Proficient in employee engagement, payroll, recruitment, onboarding. Worked on multiple projects involving employee engagement and onboarding. Strong analytical and problem-solving skills.","employee engagement, payroll, recruitment, onboarding",5,1
HR,"Experienced HR professional with 3 years of experience. Proficient in payroll, onboarding, hrms, employee engagement. Worked on multiple projects involving payroll and employee engagement. Strong analytical and problem-solving skills.","payroll, onboarding, hrms, employee engagement",3,0
SAP Developer,"Experienced SAP Developer professional with 11 years of experience. Proficient in sap mm, bapi, idoc, sap fi. Worked on multiple projects involving sap mm and sap fi. Strong analytical and problem-solving skills.","sap mm, bapi, idoc, sap fi",11,1
Network Security,"Experienced Network Security professional with 6 years of experience. Proficient in penetration testing, siem, wireshark, vpn. Worked on multiple projects involving penetration testing and vpn. Strong analytical and problem-solving skills.","penetration testing, siem, wireshark, vpn",6,1
Web Developer,"Experienced Web Developer professional with 2 years of experience. Proficient in javascript, node.js, css, html. Worked on multiple projects involving javascript and html. Strong analytical and problem-solving skills.","javascript, node.js, css, html",2,0
Electrical Engineering,"Experienced Electrical Engineering professional with 7 years of experience. Proficient in scada, power systems, plc, matlab. Worked on multiple projects involving scada and matlab. Strong analytical and problem-solving skills.","scada, power systems, plc, matlab",7,1
Mechanical Engineer,"Experienced Mechanical Engineer professional with 2 years of experience. Proficient in cnc machining, thermodynamics, catia, ansys. Worked on multiple projects involving cnc machining and ansys. Strong analytical and problem-solving skills.","cnc machining, thermodynamics, catia, ansys",2,0
Civil Engineer,"Experienced Civil Engineer professional with 8 years of experience. Proficient in staad pro, project management, autocad, estimation. Worked on multiple projects involving staad pro and estimation. Strong analytical and problem-solving skills.","staad pro, project management, autocad, estimation",8,1
PMO,"Experienced PMO professional with 3 years of experience. Proficient in risk management, ms project, agile, pmp. Worked on multiple projects involving risk management and pmp. Strong analytical and problem-solving skills.","risk management, ms project, agile, pmp",3,1
Civil Engineer,"Experienced Civil Engineer professional with 10 years of experience. Proficient in project management, staad pro, estimation, soil testing. Worked on multiple projects involving project management and soil testing. Strong analytical and problem-solving skills.","project management, staad pro, estimation, soil testing",10,1
Civil Engineer,"Experienced Civil Engineer professional with 3 years of experience. Proficient in estimation, autocad, soil testing, staad pro. Worked on multiple projects involving estimation and staad pro. Strong analytical and problem-solving skills.","estimation, autocad, soil testing, staad pro",3,1
Health and Fitness,"Experienced Health and Fitness professional with 5 years of experience. Proficient in cpr, physiotherapy, anatomy, nutrition. Worked on multiple projects involving cpr and nutrition. Strong analytical and problem-solving skills.","cpr, physiotherapy, anatomy, nutrition",5,0
Python Developer,"Experienced Python Developer professional with 2 years of experience. Proficient in docker, flask, django, rest api. Worked on multiple projects involving docker and rest api. Strong analytical and problem-solving skills.","docker, flask, django, rest api",2,1
Electrical Engineering,"Experienced Electrical Engineering professional with 4 years of experience. Proficient in power systems, matlab, circuit design, plc. Worked on multiple projects involving power systems and plc. Strong analytical and problem-solving skills.","power systems, matlab, circuit design, plc",4,1
Arts,"Experienced Arts professional with 8 years of experience. Proficient in illustrator, content creation, photoshop, video editing. Worked on multiple projects involving illustrator and video editing. Strong analytical and problem-solving skills.","illustrator, content creation, photoshop, video editing",8,0
Advocate,"Experienced Advocate professional with 7 years of experience. Proficient in ipc, contract drafting, legal research, litigation. Worked on multiple projects involving ipc and litigation. Strong analytical and problem-solving skills.","ipc, contract drafting, legal research, litigation",7,0
Health and Fitness,"Experienced Health and Fitness professional with 11 years of experience. Proficient in nutrition, fitness coaching, anatomy, cpr. Worked on multiple projects involving nutrition and cpr. Strong analytical and problem-solving skills.","nutrition, fitness coaching, anatomy, cpr",11,0
Electrical Engineering,"Experienced Electrical Engineering professional with 5 years of experience. Proficient in power systems, matlab, scada, circuit design. Worked on multiple projects involving power systems and circuit design. Strong analytical and problem-solving skills.","power systems, matlab, scada, circuit design",5,1
PMO,"Experienced PMO professional with 3 years of experience. Proficient in pmp, risk management, agile, ms project. Worked on multiple projects involving pmp and ms project. Strong analytical and problem-solving skills.","pmp, risk management, agile, ms project",3,0
Advocate,"Experienced Advocate professional with 5 years of experience. Proficient in ipc, litigation, legal research, contract drafting. Worked on multiple projects involving ipc and contract drafting. Strong analytical and problem-solving skills.","ipc, litigation, legal research, contract drafting",5,1
Web Developer,"Experienced Web Developer professional with 5 years of experience. Proficient in react, css, mongodb, node.js. Worked on multiple projects involving react and node.js. Strong analytical and problem-solving skills.","react, css, mongodb, node.js",5,0
Network Security,"Experienced Network Security professional with 10 years of experience. Proficient in wireshark, ids/ips, vpn, penetration testing. Worked on multiple projects involving wireshark and penetration testing. Strong analytical and problem-solving skills.","wireshark, ids/ips, vpn, penetration testing",10,1
Java Developer,"Experienced Java Developer professional with 2 years of experience. Proficient in spring boot, hibernate, maven, sql. Worked on multiple projects involving spring boot and sql. Strong analytical and problem-solving skills.","spring boot, hibernate, maven, sql",2,1
HR,"Experienced HR professional with 5 years of experience. Proficient in onboarding, payroll, recruitment, hrms. Worked on multiple projects involving onboarding and hrms. Strong analytical and problem-solving skills.","onboarding, payroll, recruitment, hrms",5,0
DevOps Engineer,"Experienced DevOps Engineer professional with 6 years of experience. Proficient in aws, kubernetes, docker, jenkins. Worked on multiple projects involving aws and jenkins. Strong analytical and problem-solving skills.","aws, kubernetes, docker, jenkins",6,0
DevOps Engineer,"Experienced DevOps Engineer professional with 8 years of experience. Proficient in docker, jenkins, aws, ci/cd. Worked on multiple projects involving docker and ci/cd. Strong analytical and problem-solving skills.","docker, jenkins, aws, ci/cd",8,1
Arts,"Experienced Arts professional with 7 years of experience. Proficient in illustrator, video editing, content creation, photoshop. Worked on multiple projects involving illustrator and photoshop. Strong analytical and problem-solving skills.","illustrator, video editing, content creation, photoshop",7,1
Sales,"Experienced Sales professional with 10 years of experience. Proficient in cold calling, lead generation, salesforce, negotiation. Worked on multiple projects involving cold calling and negotiation. Strong analytical and problem-solving skills.","cold calling, lead generation, salesforce, negotiation",10,1
Business Analyst,"Experienced Business Analyst professional with 0 years of experience. Proficient in stakeholder management, requirement gathering, uml, agile. Worked on multiple projects involving stakeholder management and agile. Strong analytical and problem-solving skills.","stakeholder management, requirement gathering, uml, agile",0,1
PMO,"Experienced PMO professional with 11 years of experience. Proficient in pmp, risk management, ms project, agile. Worked on multiple projects involving pmp and agile. Strong analytical and problem-solving skills.","pmp, risk management, ms project, agile",11,1
Data Science,"Experienced Data Science professional with 7 years of experience. Proficient in machine learning, python, tensorflow, numpy. Worked on multiple projects involving machine learning and numpy. Strong analytical and problem-solving skills.","machine learning, python, tensorflow, numpy",7,0
Electrical Engineering,"Experienced Electrical Engineering professional with 3 years of experience. Proficient in scada, plc, matlab, circuit design. Worked on multiple projects involving scada and circuit design. Strong analytical and problem-solving skills.","scada, plc, matlab, circuit design",3,0
Web Developer,"Experienced Web Developer professional with 2 years of experience. Proficient in mongodb, node.js, css, javascript. Worked on multiple projects involving mongodb and javascript. Strong analytical and problem-solving skills.","mongodb, node.js, css, javascript",2,0
Health and Fitness,"Experienced Health and Fitness professional with 9 years of experience. Proficient in cpr, fitness coaching, physiotherapy, nutrition. Worked on multiple projects involving cpr and nutrition. Strong analytical and problem-solving skills.","cpr, fitness coaching, physiotherapy, nutrition",9,1
Civil Engineer,"Experienced Civil Engineer professional with 9 years of experience. Proficient in estimation, soil testing, autocad, project management. Worked on multiple projects involving estimation and project management. Strong analytical and problem-solving skills.","estimation, soil testing, autocad, project management",9,1
Business Analyst,"Experienced Business Analyst professional with 2 years of experience. Proficient in requirement gathering, agile, stakeholder management, uml. Worked on multiple projects involving requirement gathering and uml. Strong analytical and problem-solving skills.","requirement gathering, agile, stakeholder management, uml",2,0
Sales,"Experienced Sales professional with 4 years of experience. Proficient in salesforce, crm, lead generation, negotiation. Worked on multiple projects involving salesforce and negotiation. Strong analytical and problem-solving skills.","salesforce, crm, lead generation, negotiation",4,0
Mechanical Engineer,"Experienced Mechanical Engineer professional with 1 years of experience. Proficient in solidworks, thermodynamics, catia, cnc machining. Worked on multiple projects involving solidworks and cnc machining. Strong analytical and problem-solving skills.","solidworks, thermodynamics, catia, cnc machining",1,1
SAP Developer,"Experienced SAP Developer professional with 9 years of experience. Proficient in sap mm, bapi, sap abap, idoc. Worked on multiple projects involving sap mm and idoc. Strong analytical and problem-solving skills.","sap mm, bapi, sap abap, idoc",9,0
DevOps Engineer,"Experienced DevOps Engineer professional with 10 years of experience. Proficient in ci/cd, jenkins, aws, kubernetes. Worked on multiple projects involving ci/cd and kubernetes. Strong analytical and problem-solving skills.","ci/cd, jenkins, aws, kubernetes",10,1
HR,"Experienced HR professional with 5 years of experience. Proficient in onboarding, hrms, recruitment, payroll. Worked on multiple projects involving onboarding and payroll. Strong analytical and problem-solving skills.","onboarding, hrms, recruitment, payroll",5,0
SAP Developer,"Experienced SAP Developer professional with 11 years of experience. Proficient in idoc, sap abap, sap fi, bapi. Worked on multiple projects involving idoc and bapi. Strong analytical and problem-solving skills.","idoc, sap abap, sap fi, bapi",11,1
Civil Engineer,"Experienced Civil Engineer professional with 8 years of experience. Proficient in estimation, autocad, staad pro, soil testing. Worked on multiple projects involving estimation and soil testing. Strong analytical and problem-solving skills.","estimation, autocad, staad pro, soil testing",8,1
Data Science,"Experienced Data Science professional with 4 years of experience. Proficient in sklearn, tensorflow, numpy, python. Worked on multiple projects involving sklearn and python. Strong analytical and problem-solving skills.","sklearn, tensorflow, numpy, python",4,0
Data Science,"Experienced Data Science professional with 1 years of experience. Proficient in tensorflow, sklearn, pandas, python. Worked on multiple projects involving tensorflow and python. Strong analytical and problem-solving skills.","tensorflow, sklearn, pandas, python",1,0
Business Analyst,"Experienced Business Analyst professional with 0 years of experience. Proficient in stakeholder management, requirement gathering, sql, uml. Worked on multiple projects involving stakeholder management and uml. Strong analytical and problem-solving skills.","stakeholder management, requirement gathering, sql, uml",0,0
Arts,"Experienced Arts professional with 3 years of experience. Proficient in photoshop, video editing, illustrator, content creation. Worked on multiple projects involving photoshop and content creation. Strong analytical and problem-solving skills.","photoshop, video editing, illustrator, content creation",3,1
Mechanical Engineer,"Experienced Mechanical Engineer professional with 1 years of experience. Proficient in catia, cnc machining, thermodynamics, ansys. Worked on multiple projects involving catia and ansys. Strong analytical and problem-solving skills.","catia, cnc machining, thermodynamics, ansys",1,1
HR,"Experienced HR professional with 5 years of experience. Proficient in employee engagement, hrms, onboarding, recruitment. Worked on multiple projects involving employee engagement and recruitment. Strong analytical and problem-solving skills.","employee engagement, hrms, onboarding, recruitment",5,0
Java Developer,"Experienced Java Developer professional with 4 years of experience. Proficient in maven, java, microservices, sql. Worked on multiple projects involving maven and sql. Strong analytical and problem-solving skills.","maven, java, microservices, sql",4,1
Arts,"Experienced Arts professional with 9 years of experience. Proficient in content creation, video editing, photoshop, illustrator. Worked on multiple projects involving content creation and illustrator. Strong analytical and problem-solving skills.","content creation, video editing, photoshop, illustrator",9,1
HR,"Experienced HR professional with 10 years of experience. Proficient in employee engagement, payroll, recruitment, onboarding. Worked on multiple projects involving employee engagement and onboarding. Strong analytical and problem-solving skills.","employee engagement, payroll, recruitment, onboarding",10,0
Database Administrator,"Experienced Database Administrator professional with 4 years of experience. Proficient in performance tuning, mysql, oracle, postgresql. Worked on multiple projects involving performance tuning and postgresql. Strong analytical and problem-solving skills.","performance tuning, mysql, oracle, postgresql",4,1
DevOps Engineer,"Experienced DevOps Engineer professional with 10 years of experience. Proficient in ci/cd, jenkins, terraform, docker. Worked on multiple projects involving ci/cd and docker. Strong analytical and problem-solving skills.","ci/cd, jenkins, terraform, docker",10,1
HR,"Experienced HR professional with 9 years of experience. Proficient in hrms, payroll, recruitment, employee engagement. Worked on multiple projects involving hrms and employee engagement. Strong analytical and problem-solving skills.","hrms, payroll, recruitment, employee engagement",9,1
Electrical Engineering,"Experienced Electrical Engineering professional with 3 years of experience. Proficient in scada, power systems, circuit design, plc. Worked on multiple projects involving scada and plc. Strong analytical and problem-solving skills.","scada, power systems, circuit design, plc",3,1
HR,"Experienced HR professional with 3 years of experience. Proficient in hrms, recruitment, onboarding, payroll. Worked on multiple projects involving hrms and payroll. Strong analytical and problem-solving skills.","hrms, recruitment, onboarding, payroll",3,1
DevOps Engineer,"Experienced DevOps Engineer professional with 7 years of experience. Proficient in terraform, docker, aws, kubernetes. Worked on multiple projects involving terraform and kubernetes. Strong analytical and problem-solving skills.","terraform, docker, aws, kubernetes",7,1
Arts,"Experienced Arts professional with 11 years of experience. Proficient in content creation, illustrator, photoshop, video editing. Worked on multiple projects involving content creation and video editing. Strong analytical and problem-solving skills.","content creation, illustrator, photoshop, video editing",11,1
Arts,"Experienced Arts professional with 10 years of experience. Proficient in video editing, photoshop, illustrator, content creation. Worked on multiple projects involving video editing and content creation. Strong analytical and problem-solving skills.","video editing, photoshop, illustrator, content creation",10,0
Business Analyst,"Experienced Business Analyst professional with 5 years of experience. Proficient in stakeholder management, requirement gathering, uml, agile. Worked on multiple projects involving stakeholder management and agile. Strong analytical and problem-solving skills.","stakeholder management, requirement gathering, uml, agile",5,0
Arts,"Experienced Arts professional with 9 years of experience. Proficient in video editing, illustrator, content creation, photoshop. Worked on multiple projects involving video editing and photoshop. Strong analytical and problem-solving skills.","video editing, illustrator, content creation, photoshop",9,0
DevOps Engineer,"Experienced DevOps Engineer professional with 6 years of experience. Proficient in aws, docker, jenkins, kubernetes. Worked on multiple projects involving aws and kubernetes. Strong analytical and problem-solving skills.","aws, docker, jenkins, kubernetes",6,1
Mechanical Engineer,"Experienced Mechanical Engineer professional with 6 years of experience. Proficient in cnc machining, thermodynamics, catia, solidworks. Worked on multiple projects involving cnc machining and solidworks. Strong analytical and problem-solving skills.","cnc machining, thermodynamics, catia, solidworks",6,1
Business Analyst,"Experienced Business Analyst professional with 2 years of experience. Proficient in stakeholder management, sql, uml, agile. Worked on multiple projects involving stakeholder management and agile. Strong analytical and problem-solving skills.","stakeholder management, sql, uml, agile",2,0
Network Security,"Experienced Network Security professional with 3 years of experience. Proficient in vpn, firewall, wireshark, siem. Worked on multiple projects involving vpn and siem. Strong analytical and problem-solving skills.","vpn, firewall, wireshark, siem",3,0
HR,"Experienced HR professional with 0 years of experience. Proficient in onboarding, payroll, employee engagement, hrms. Worked on multiple projects involving onboarding and hrms. Strong analytical and problem-solving skills.","onboarding, payroll, employee engagement, hrms",0,0
Health and Fitness,"Experienced Health and Fitness professional with 10 years of experience. Proficient in anatomy, nutrition, fitness coaching, physiotherapy. Worked on multiple projects involving anatomy and physiotherapy. Strong analytical and problem-solving skills.","anatomy, nutrition, fitness coaching, physiotherapy",10,1
Operations Manager,"Experienced Operations Manager professional with 1 years of experience. Proficient in supply chain, lean, erp, six sigma. Worked on multiple projects involving supply chain and six sigma. Strong analytical and problem-solving skills.","supply chain, lean, erp, six sigma",1,1
Business Analyst,"Experienced Business Analyst professional with 4 years of experience. Proficient in requirement gathering, sql, stakeholder management, uml. Worked on multiple projects involving requirement gathering and uml. Strong analytical and problem-solving skills.","requirement gathering, sql, stakeholder management, uml",4,1
Web Developer,"Experienced Web Developer professional with 2 years of experience. Proficient in node.js, mongodb, css, react. Worked on multiple projects involving node.js and react. Strong analytical and problem-solving skills.","node.js, mongodb, css, react",2,0
Health and Fitness,"Experienced Health and Fitness professional with 6 years of experience. Proficient in anatomy, physiotherapy, cpr, nutrition. Worked on multiple projects involving anatomy and nutrition. Strong analytical and problem-solving skills.","anatomy, physiotherapy, cpr, nutrition",6,1
Advocate,"Experienced Advocate professional with 4 years of experience. Proficient in contract drafting, litigation, ipc, legal research. Worked on multiple projects involving contract drafting and legal research. Strong analytical and problem-solving skills.","contract drafting, litigation, ipc, legal research",4,1
Health and Fitness,"Experienced Health and Fitness professional with 0 years of experience. Proficient in fitness coaching, cpr, nutrition, anatomy. Worked on multiple projects involving fitness coaching and anatomy. Strong analytical and problem-solving skills.","fitness coaching, cpr, nutrition, anatomy",0,0
Web Developer,"Experienced Web Developer professional with 3 years of experience. Proficient in mongodb, javascript, react, node.js. Worked on multiple projects involving mongodb and node.js. Strong analytical and problem-solving skills.","mongodb, javascript, react, node.js",3,1
Mechanical Engineer,"Experienced Mechanical Engineer professional with 11 years of experience. Proficient in solidworks, catia, cnc machining, thermodynamics. Worked on multiple projects involving solidworks and thermodynamics. Strong analytical and problem-solving skills.","solidworks, catia, cnc machining, thermodynamics",11,1
Web Developer,"Experienced Web Developer professional with 1 years of experience. Proficient in html, css, react, javascript. Worked on multiple projects involving html and javascript. Strong analytical and problem-solving skills.","html, css, react, javascript",1,1
Web Developer,"Experienced Web Developer professional with 1 years of experience. Proficient in html, javascript, mongodb, node.js. Worked on multiple projects involving html and node.js. Strong analytical and problem-solving skills.","html, javascript, mongodb, node.js",1,1
Automation Testing,"Experienced Automation Testing professional with 7 years of experience. Proficient in api testing, selenium, jira, testng. Worked on multiple projects involving api testing and testng. Strong analytical and problem-solving skills.","api testing, selenium, jira, testng",7,1
Sales,"Experienced Sales professional with 8 years of experience. Proficient in lead generation, cold calling, crm, negotiation. Worked on multiple projects involving lead generation and negotiation. Strong analytical and problem-solving skills.","lead generation, cold calling, crm, negotiation",8,1
Automation Testing,"Experienced Automation Testing professional with 8 years of experience. Proficient in testng, postman, selenium, jira. Worked on multiple projects involving testng and jira. Strong analytical and problem-solving skills.","testng, postman, selenium, jira",8,1
DevOps Engineer,"Experienced DevOps Engineer professional with 3 years of experience. Proficient in docker, ci/cd, jenkins, aws. Worked on multiple projects involving docker and aws. Strong analytical and problem-solving skills.","docker, ci/cd, jenkins, aws",3,0
Electrical Engineering,"Experienced Electrical Engineering professional with 4 years of experience. Proficient in plc, circuit design, power systems, matlab. Worked on multiple projects involving plc and matlab. Strong analytical and problem-solving skills.","plc, circuit design, power systems, matlab",4,0
Advocate,"Experienced Advocate professional with 7 years of experience. Proficient in contract drafting, ipc, litigation, legal research. Worked on multiple projects involving contract drafting and legal research. Strong analytical and problem-solving skills.","contract drafting, ipc, litigation, legal research",7,1
Electrical Engineering,"Experienced Electrical Engineering professional with 10 years of experience. Proficient in circuit design, plc, matlab, power systems. Worked on multiple projects involving circuit design and power systems. Strong analytical and problem-solving skills.","circuit design, plc, matlab, power systems",10,1
DevOps Engineer,"Experienced DevOps Engineer professional with 1 years of experience. Proficient in ci/cd, jenkins, aws, kubernetes. Worked on multiple projects involving ci/cd and kubernetes. Strong analytical and problem-solving skills.","ci/cd, jenkins, aws, kubernetes",1,1
Mechanical Engineer,"Experienced Mechanical Engineer professional with 8 years of experience. Proficient in thermodynamics, cnc machining, catia, ansys. Worked on multiple projects involving thermodynamics and ansys. Strong analytical and problem-solving skills.","thermodynamics, cnc machining, catia, ansys",8,1
SAP Developer,"Experienced SAP Developer professional with 10 years of experience. Proficient in sap fi, sap mm, idoc, bapi. Worked on multiple projects involving sap fi and bapi. Strong analytical and problem-solving skills.","sap fi, sap mm, idoc, bapi",10,1
Business Analyst,"Experienced Business Analyst professional with 11 years of experience. Proficient in stakeholder management, uml, sql, requirement gathering. Worked on multiple projects involving stakeholder management and requirement gathering. Strong analytical and problem-solving skills.","stakeholder management, uml, sql, requirement gathering",11,1
Network Security,"Experienced Network Security professional with 7 years of experience. Proficient in penetration testing, vpn, firewall, wireshark. Worked on multiple projects involving penetration testing and wireshark. Strong analytical and problem-solving skills.","penetration testing, vpn, firewall, wireshark",7,0
Arts,"Experienced Arts professional with 9 years of experience. Proficient in video editing, content creation, illustrator, photoshop. Worked on multiple projects involving video editing and photoshop. Strong analytical and problem-solving skills.","video editing, content creation, illustrator, photoshop",9,1
Java Developer,"Experienced Java Developer professional with 0 years of experience. Proficient in spring boot, maven, java, hibernate. Worked on multiple projects involving spring boot and hibernate. Strong analytical and problem-solving skills.","spring boot, maven, java, hibernate",0,1
Business Analyst,"Experienced Business Analyst professional with 8 years of experience. Proficient in uml, sql, agile, stakeholder management. Worked on multiple projects involving uml and stakeholder management. Strong analytical and problem-solving skills.","uml, sql, agile, stakeholder management",8,1
PMO,"Experienced PMO professional with 0 years of experience. Proficient in agile, pmp, ms project, budget planning. Worked on multiple projects involving agile and budget planning. Strong analytical and problem-solving skills.","agile, pmp, ms project, budget planning",0,1
Python Developer,"Experienced Python Developer professional with 1 years of experience. Proficient in postgresql, django, docker, flask. Worked on multiple projects involving postgresql and flask. Strong analytical and problem-solving skills.","postgresql, django, docker, flask",1,0
HR,"Experienced HR professional with 1 years of experience. Proficient in onboarding, employee engagement, payroll, recruitment. Worked on multiple projects involving onboarding and recruitment. Strong analytical and problem-solving skills.","onboarding, employee engagement, payroll, recruitment",1,0
Advocate,"Experienced Advocate professional with 8 years of experience. Proficient in legal research, ipc, contract drafting, litigation. Worked on multiple projects involving legal research and litigation. Strong analytical and problem-solving skills.","legal research, ipc, contract drafting, litigation",8,1
Business Analyst,"Experienced Business Analyst professional with 1 years of experience. Proficient in uml, agile, sql, stakeholder management. Worked on multiple projects involving uml and stakeholder management. Strong analytical and problem-solving skills.","uml, agile, sql, stakeholder management",1,1
Health and Fitness,"Experienced Health and Fitness professional with 5 years of experience. Proficient in nutrition, physiotherapy, cpr, fitness coaching. Worked on multiple projects involving nutrition and fitness coaching. Strong analytical and problem-solving skills.","nutrition, physiotherapy, cpr, fitness coaching",5,1
Health and Fitness,"Experienced Health and Fitness professional with 10 years of experience. Proficient in cpr, fitness coaching, physiotherapy, anatomy. Worked on multiple projects involving cpr and anatomy. Strong analytical and problem-solving skills.","cpr, fitness coaching, physiotherapy, anatomy",10,1
